"g1_1","g1_2","g1_3","g1_4","g1_5","g1_6","g1_7","g1_8","g1_9","g1_10","g1_11","g1_12","g1_13","g1_14","g1_15","g1_16","g1_17","g1_18","g1_19","g1_20","g1_21","g2_1","g2_2","g2_3","g2_4","g2_5","g2_6","g2_7","g2_8","g2_9","g2_10","g2_11","g2_12","g2_13","g2_14","g2_15","g2_16","g2_17","g2_18","g2_19","g2_20","g2_21","c_1","c_2","c_3","c_4","c_5","c_6","c_7","c_8","c_9","c_10","c_11","c_12","c_13","c_14","c_15","c_16","c_17","c_18","c_19","c_20","c_21","c_22","c_23","c_24","c_25","c_26","c_27","c_28","target"
6.5,0,1,1,20,0,3,0,0,-3,0,-3,2.3385,2.4405,2.64,0.32,0,0.48,0.00218749111818289,0.0018271461687449,0.121212121212121,1.62,1,0,1,13,2,2,0,3,0,-3,-3,2.33198198198198,2.4663963963964,1.08,0.32,0.92,0.00218749111818289,0.00193045413622771,0.287234042553192,4,2.07,-5,10,5,0,0,0,1,2.04902369124517,0,0,0,-3,3,-2,-2,0,0,0,0.00651801801801799,-0.0258963963963965,-0.92,0.16,0,-1.12,-0.76,-0.16602192134107,1.74,"2"
1.91,4,6,10,18,5,10,4,4,-5,0,-5,2.40547242760875,2.59091555828561,11.383906926592,2.680955785216,0.556773818368,1.5308614656,0.0439369336234074,0.00869506200579546,0.235504014790694,4.6,4,6,10,16,6,11,5,10,-5,-5,-10,2.20767309475876,2.41684540265172,2.742978719744,0.845853937664,2.02428616704,0.0439369336234074,0.00869506200579546,0.373610391927487,3.5,1.95,6,-3,3,0,0,0,0,0.267248149585736,-2,2,0,-5,5,-7,-2,0,5,5,0.197799332849986,0.174070155633891,-1.467512348672,0.685007527936,0,4.042091016192,-0.0620229345279997,-0.138106377136793,1.84,"1"
3.1,6,7,13,19,8,10,7,13,-2,-6,-8,2.26718138416401,2.4392850826328,8.56044795975434,1.56844093378396,0.462341240940135,1.36264686456013,0.109868374820157,0.00782837754922577,0.183219492853382,2.5,17,5,22,8,14,7,7,12,7,-5,2,3.18227715809565,3.14161158916783,3.47027026654658,1.18586258458542,1.41176428019057,0.0930015714286954,0.0259911287787553,0.279782608604673,3.3,2.22,1,0,1,1,0,0,0,4.14152480948805,1,-10,-9,-4,3,0,-1,3,-13,-10,-0.915095773931641,-0.702326506535031,-0.949423039250432,0.176784279974707,0,-3.84300443442217,-1.90182933276262,-0.096563115751291,1.65,"2"
2,2,0,2,17,1,1,1,5,0,-4,-4,2.28095728357066,2.41035781185432,7.0448,2.88,0.36,0.944,0.00431784000763308,0.00381048043259204,0.408812173518056,3.25,2,3,5,7,3,3,2,3,0,-1,-1,2.53634236616138,2.55474847323227,3.8016,0.6928,0.9648,0.00418499403654957,0.00423234104703277,0.520824199912319,3.25,1.94,5,7,12,0,0,0,0,2.98293035058146,-1,-2,-3,-2,-1,-2,2,1,-4,-3,-0.255385082590719,-0.144390661377956,-0.6048,0.2512,0,-0.2544,-0.9216,-0.112012026394263,1.72,"1"
2.25,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.75,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.25,1.97,0,0,0,0,0,0,0,3.67662758433445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,"0"
1.83,4,1,5,14,5,6,3,5,-1,-2,-3,2.41117140329926,2.50446927847568,7.650368,4.283712,0.836096,1.321792,0.00816031733048672,0.00546167368764078,0.559935417485799,4,2,3,5,15,2,4,4,8,-2,-4,-6,2.2551341125063,2.43016175475609,3.006848,0.596992,1.590912,0.00816031733048672,0.0059462173564721,0.369669216001007,3.25,1.9,2,-1,1,0,0,0,0,1.43476387541992,1,-1,0,-3,2,-1,3,3,0,3,0.156037290792966,0.0743075237195878,-0.754816,0.7248,0,-0.48352,1.276864,0.190266201484792,1.79,"1"
1.8,1,3,4,20,0,0,4,3,0,1,1,2.666075,2.513615,6.416,2.688,0.728,0.456,0.00308871540823677,0.0022428677194858,0.418952618453865,5,1,1,2,17,3,5,0,0,-2,0,-2,2.39048369341564,2.44589673868313,1.44,0.6,0.856,0.00308871540823677,0.0022428677194858,0.208816705336427,3.75,2.02,3,5,8,0,0,0,0,4.0762484426081,0,2,2,0,0,-1,0,0,3,3,0.275591306584363,0.0677182613168723,-0.128,-0.144,0,-0.48,1.248,0.210135913117438,1.78,"1"
1.44,37,35,72,2,33,8,22,11,25,11,36,5,4.95565522770151,12.6732592970789,6.83883077244082,1.82420519374341,0.230348427811444,0.0055503799789657,0.557105861812174,0.539626832540001,7.5,34,14,48,7,29,18,15,26,11,-11,0,4.3374225396499,3.78161513490563,7.34586502577264,2.12479144594065,1.38736354894619,0.422927057562716,0.00360656313601573,0.539533731558614,4,1.85,9,1,10,0,1,1,0,0.174634454905094,23,1,24,7,-7,4,-18,36,0,36,0.662577460350104,1.17404009279588,0.436841644797218,-1.89444301812921,1,-0.941950644571579,-0.507034253331812,9.31009813872619e-05,1.87,"1"
4,7,4,11,10,5,1,2,4,4,-2,2,2.91216440896409,2.70075881727323,10.590528,6.254464,0.932736,0.60576,0.00750785438151718,0.0059462173564721,0.590571499362449,1.91,4,5,9,5,7,3,3,1,4,2,6,3.00282063690162,2.78785096602197,4.646464,1.3328,0.688,0.00722650328137646,0.00755912376204154,0.450473424915925,3.6,1.78,-5,7,2,0,0,0,1,0.149839454620603,2,0,2,4,-2,-1,-3,2,-6,-4,-0.0906562279375254,-0.0870921487487473,0.244736,-0.72704,0,0.275904000000001,1.608,0.140098074446524,2.03,"2"
1.5,3,3,6,8,3,0,2,1,3,1,4,2.95,2.618,7.16,5,0.92,0.16,0.00212018909186467,0.00209123600051511,0.698324022346369,6.5,0,1,1,5,0,2,0,0,-2,0,-2,2.38,2.476,1.84,0,0.4,0.00217990883421673,0.00214417589191317,0.534883720930233,4.33,1.77,10,1,11,1,1,0,1,2.89917186389838,2,3,5,3,0,0,1,3,3,6,0.57,0.142,0.52,0.16,1,3.72,3.16,0.163440301416136,2.01,"1"
4.75,5,5,10,17,4,14,4,6,-10,-2,-12,2.14936757319555,2.23275100285811,12.61305397248,7.03340228608,0.772137472,1.44656125952,0.0340474547345993,0.0110535901868594,0.557628810708806,1.75,11,4,15,16,9,6,3,8,3,-5,-2,2.96135124499748,2.5608592082454,6.28513830912,1.18887886848,0.88700387328,0.0335778421662782,0.0146253347095942,0.554096417936323,3.6,2.19,-3,4,1,0,0,1,0,0.328467589576202,1,-6,-5,-4,11,-2,-3,-5,-5,-10,-0.81198367180193,-0.328108205387293,-0.11486640128,0.25768239104,0,1.27001311232,0.748263976960001,0.00353239277248307,1.64,"0"
1.65,14,15,29,11,12,12,11,15,0,-4,-4,3.32189390087777,3.10482030024141,11.3287539189794,2.72009833385754,0.954308623564267,1.11461905136489,0.28650479686019,0.0230520632872256,0.240105695057995,6,19,0,19,19,18,15,5,24,3,-19,-16,2.23680222228616,2.31110161319599,4.62877967497088,0.888578571665607,1.59052451221954,0.32352715664172,0.00360656313601573,0.278769360585305,4,2.05,1,0,1,0,0,0,0,2.44222830446132,14,-4,10,-12,7,-4,-3,19,-7,12,1.08509167859161,0.793718687045419,-0.636215888655268,0.226040479699282,0,-5.27558044994939,-1.90868134111334,-0.0386636655273095,1.76,"1"
1.66,27,13,40,11,44,30,18,26,14,-8,6,4.25179730760636,4.05764537365952,13.7266220982494,8.49041677574442,1.80195538265205,1.82112909522314,0.696804775496035,0.000982903118148739,0.618536498999796,5.5,20,15,35,14,17,21,13,26,-4,-13,-17,2.86894414839116,2.70445528618592,4.31214011317595,1.00196502038477,1.142549317678,0.873230648767056,0.000136388926482011,0.485924969796154,3.6,1.71,5,1,6,1,0,0,0,0,12,-7,5,18,17,-3,9,27,-4,23,1.3828531592152,1.35319008747361,0.65940606497405,0.819164074838369,0,4.85253580672812,4.17827666256847,0.132611529203641,2.05,"0"
2.5,11,1,12,19,6,10,7,23,-4,-16,-20,1.75459633651977,2.02286959844497,9.63452268930159,4.97027238498465,0.548119029719289,2.11108976146346,0.174644988966811,0.000432901646545354,0.515881538221272,2.7,17,7,24,11,9,8,9,20,1,-11,-10,2.74845564053743,2.73017108479467,4.55231922576781,0.736642260588613,1.38176048241574,0.174644988966811,0.0111089965382423,0.539475580971719,3.25,2.17,1,4,5,0,0,0,0,0.258307197842027,4,-16,-12,-14,1,-1,14,7,-17,-10,-0.99385930401766,-0.707301486349704,-0.83364145269645,1.37444750087485,0,1.19610696422271,0.417953159216837,-0.0235940427504467,1.61,"0"
3.5,15,7,22,13,14,11,7,16,3,-9,-6,2.87621236237902,2.82013400579627,10.0025415910208,3.07253041388244,0.95442837330382,1.36582059232262,0.174644988966811,0.00219845596304253,0.30717497007367,2.25,18,9,27,11,18,15,13,14,3,-1,2,3.30851910945062,3.20790333017485,4.09388771975207,2.07650166413653,2.0790611365235,0.139844774897719,0.0111089965382423,0.337889187146029,3.4,2,1,2,3,0,0,0,0,3.86698892690554,6,-11,-5,0,-2,-8,-2,4,-12,-8,-0.432306747071607,-0.387769324378576,-1.12463276321968,-0.710681071813918,0,-2.11352449067595,-1.02135730586963,-0.0307142170723591,1.8,"1"
3.9,27,18,45,6,25,17,19,18,8,1,9,4.05072303968412,3.89370268548702,13.8231201761842,8.34333492462008,1.56237017638613,1.42045059807888,0.216535667316007,0.0227088627767313,0.603578267299939,2.05,33,26,59,2,31,11,20,13,20,7,27,3.63974020969801,3.18568886323852,7.32768256,1.25650176,0.71462912,0.0190525266138547,0.216535667316007,0.603536571789067,3.6,1.81,3,3,6,0,0,0,1,0.767365247720406,1,-15,-14,12,-3,8,-13,1,-19,-18,0.410982829986112,0.708013822248502,0.847741056386129,0.163948838078884,0,1.6818798561842,1.01565236462008,4.16955108711869e-05,1.98,"1"
2.25,18,27,45,12,20,27,26,24,-7,2,-5,4.06476241848127,3.71281840196078,12.2180623081252,3.80333634685616,1.461090723091,1.36025076504534,0.882496902584595,0.000147748360232034,0.311288013675204,3.3,32,24,56,8,27,22,19,26,5,-7,-2,4.47793026236606,4.10305762994293,5.16681629053404,1.5471400927844,1.5291028621987,0.249352208777296,0.0198410947443703,0.458218514853041,3.6,1.79,-2,1,-1,0,0,0,0,3.85726070179668,-6,-5,-11,-6,8,4,-3,0,-3,-3,-0.413167843884784,-0.390239227982147,-0.068012139107698,-0.186889327739054,0,0.942183828637845,-1.36347994367789,-0.146930501177837,2.01,"1"
1.67,35,24,59,6,26,15,24,27,11,-3,8,5,4.38257918701127,10.0624365229701,6.01272659769905,1.80287036842749,0.730366971441646,0.060675079189861,0.0655462027180243,0.597541816435162,5.5,26,16,42,11,21,16,11,29,5,-18,-13,3.29282499630098,3.1878477804721,3.71139957551327,0.965528675989989,1.11573185139762,0.513345816051104,0.000675538775193844,0.409878853747289,3.75,1.92,3,3,6,0,0,1,0,2.06297074047355,19,-2,17,-3,4,8,6,29,-8,21,1.70717500369902,1.19473140653917,0.687138517029871,-0.235161704548343,0,1.00756691556767,2.30132702218579,0.187662962687872,1.87,"1"
13,19,1,20,15,14,9,8,35,5,-27,-22,2.04844318788381,2.29364698329212,11.0553814597253,6.17834854575277,0.522058848728506,1.81947048099005,0.32352715664172,0.00360656313601573,0.55885439758551,1.29,34,17,51,3,37,8,18,10,29,8,37,5,4.86028529359174,11.8156577634233,2.84387270742043,0.888383452852774,0.0213389289911905,0.318223917790419,0.554530521041736,5,1.67,-4,1,-3,0,0,0,1,3.07940875881865,2,-33,-31,4,-9,0,-2,-3,-56,-59,-2.95155681211619,-2.56663831029962,-0.366324604124268,-1.02440222643038,0,-10.2521161712915,-5.63730921767049,0.00432387654377353,2.13,"2"
8,1,3,4,17,3,7,2,3,-4,-1,-5,2.33300564186881,2.47497531186034,7.908672,2.878784,0.623936,1.38464,0.00818870101437408,0.00447164021134833,0.36400346353977,1.45,6,7,13,6,9,2,7,7,7,0,7,3.37854890030945,2.82872844760179,5.783552,2.196544,0.950848,0.00722650328137646,0.00722650328137646,0.381357505781469,4.75,1.55,1,4,5,0,0,0,0,2.03675326368831,-6,-3,-9,-4,0,0,-6,-4,-8,-12,-1.04554325844064,-0.353753135741455,-0.326912,-0.811904,0,-7.257024,-2.904768,-0.0173540422416988,2.42,"2"
1.91,23,14,37,9,12,8,13,20,4,-7,-3,3.68642164377791,3.63636119549557,9.64358679874501,5.62265117010351,0.905925802892271,1.41170829945199,0.303672471260291,0.0306537584292056,0.583045633066239,4.33,14,11,25,15,11,18,15,34,-7,-19,-26,1.99554659969557,2.13933121793941,6.60553799699731,0.610509553999412,1.60998108572082,0.544181622899836,0.000837574787285969,0.551218499788552,3.3,2.2,3,1,4,0,0,0,0,1.32916112477946,12,0,12,-22,-7,-5,9,23,0,23,1.69087504408234,1.49702997755616,-0.704055282828546,0.80119874545258,0,-2.33993334713399,-0.982886826893801,0.031827133277687,1.62,"1"
1.9,25,16,41,6,20,12,21,23,8,-2,6,3.96718734675179,3.88924852994513,11.0282775229009,6.03775403184533,1.12877898221237,1.19599770395458,0.196911675204194,0.0266490973363555,0.54747933385858,4.33,23,16,39,9,21,15,11,23,6,-12,-6,3.5646204118875,3.36159233427182,3.60328471862243,1.33944360893287,1.28376427261771,0.337292235901743,0.00673794699908547,0.51050084772861,3.1,2,0,0,0,1,0,0,0,0,9,-7,2,-3,1,6,2,20,-8,12,0.402566934864296,0.527656195673313,-0.154985290405343,-0.143445904978288,0,3.96994503500268,2.4344693132229,0.0369784861299697,1.71,"0"
2.2,4,0,4,18,3,2,3,7,1,-4,-3,2.41681472224572,2.45871255532231,8.657792,3.998784,0.752256,1.088448,0.00816031733048672,0.00447164021134833,0.461871109862653,3.2,6,2,8,15,5,3,3,4,2,-1,1,2.75407847579211,2.61387743531731,2.697344,0.940928,0.81024,0.00816031733048672,0.00496669822843782,0.33394873420229,3.4,1.9,0,0,0,0,0,0,0,1.32582387560943,2,-6,-4,-1,-1,0,2,2,-6,-4,-0.337263753546385,-0.155164879994996,-0.0579839999999999,0.14752,0,0.580672,1.30144,0.127922375660363,1.9,"0"
3.5,7,7,14,15,6,9,5,9,-3,-4,-7,2.53410893635124,2.43021573271631,9.643235418112,4.9507766272,0.98893877248,1.335241265152,0.0437846393788431,0.00722650328137646,0.513393732761249,1.909,16,6,22,4,9,3,7,6,6,1,7,3.59069807393398,3.20369112410351,7.117062602752,1.427023519744,0.73408505856,0.0331653374889103,0.0239928358367092,0.544691712574516,3.25,1.8,1,-1,0,0,0,0,1,0.0932522809265278,1,-9,-8,0,2,2,0,-4,-10,-14,-1.05658913758274,-0.773475391387205,0.25485371392,-0.0917822545919997,0,-3.422986149888,-2.166285975552,-0.0312979798132677,2.06,"1"
2.37,6,6,12,17,6,10,5,6,-4,-1,-5,2.58734106547714,2.29852026702074,12.560353284096,3.3043785539584,1.0746887094272,0.9346190188544,0.0561347628341337,0.00191124579663264,0.263080064646145,3,7,5,12,13,8,11,6,11,-3,-5,-8,2.39754945305558,2.46261153528959,3.8117631238144,1.071004401664,1.7324426067968,0.0531012104377844,0.00618888709030594,0.325780929317836,3.2,2.2,4,-1,3,0,0,0,0,3.82331706256033,1,-1,0,-5,4,-6,-2,1,2,3,0.189791612421565,-0.164091268268852,-0.6577538973696,-0.1363853828096,0,0.859965751296,-0.507384569856001,-0.0627008646716902,1.66,"2"
8,9,1,10,19,8,8,3,10,0,-7,-7,2.45399457152229,2.39963301048862,6.9673387008,3.9225956352,0.8327074816,1.3654519808,0.0260308677961872,0.00429630469075234,0.562997695913592,1.4,10,10,20,4,12,7,10,3,5,7,12,3.73122599590981,3.37154818208384,9.5245307904,2.2473158656,1.293330432,0.0171606056906229,0.0241131004268169,0.559930822928643,4.5,1.62,3,10,13,0,0,0,1,2.51529424161747,-1,-9,-10,5,-2,-4,-2,-7,-12,-19,-1.27723142438752,-0.97191517159522,-0.4606229504,-0.8818638848,0,-10.0428532736,-5.6019351552,0.00306687298494845,2.17,"1"
5.5,15,2,17,19,17,23,8,32,-6,-24,-30,1.44444751526273,1.47940195499496,12.7862020666998,3.87340081345299,1.18925266911796,1.94832717826382,0.429557358210739,3.04324830084036e-05,0.30293599250561,1.57,25,23,48,6,25,16,24,19,9,5,14,4.91308051690335,4.33293967159847,7.06405028402903,1.97609082296741,0.906718860137258,0.105267557840007,0.135335283236613,0.44450013206985,4,1.61,-5,10,5,0,0,0,1,2.86986337939979,-8,-23,-31,-2,-1,-8,7,-11,-33,-44,-3.46863300164062,-2.85353771660352,0.282533808980702,-0.0277636447035967,0,-3.10591983466996,-3.19064947057604,-0.141564139564241,2.3,"2"
1.22,34,36,70,1,39,15,34,12,24,22,46,5,4.95846273897187,14.9908448972512,9.94930574597658,2.85900726125478,0.729652358258257,0.000874181776016038,0.726149037073691,0.663692127706621,15,25,11,36,10,29,22,8,18,7,-10,-3,3.59553823169214,3.43391907445796,7.04102878346971,1.35271359090124,1.45918169823241,0.403812121267744,0.0059462173564721,0.553530775940635,6,1.57,10,-5,5,1,1,1,0,2.86986337939979,23,11,34,21,7,12,-17,34,15,49,1.40446176830786,1.52454366451391,1.39982556302236,-0.623061232642982,2,2.27063296051718,2.90827696250688,0.110161351765986,2.31,"1"
1.57,4,6,10,14,3,2,7,7,1,0,1,2.85292732979826,2.73498400949159,11.0352,4.1520896,1.1025152,1.1663488,0.0111089965382423,0.00740944308291469,0.376258663186893,6.5,8,6,14,8,5,1,2,1,4,1,5,3.24578045129234,2.80595137964614,3.3499136,0.9659648,0.147456,0.0105086604654028,0.00980365503582183,0.342729029926193,4.33,1.74,4,-5,-1,0,1,0,0,2.71106804581018,-2,-2,-4,2,0,6,2,0,-4,-4,-0.392853121494071,-0.0709673701545581,0.9550592,0.200384,0,1.2609664,0.802176,0.0335296332607,2.08,"0"
5.5,14,5,19,17,9,7,9,14,2,-5,-3,2.86369944030117,2.71904673118171,7.47728505591353,3.33371038578062,0.82156067111646,0.970577687785767,0.164474456577155,0.0270518468663504,0.445845030763419,1.67,18,17,35,3,22,11,15,9,11,6,17,4.78639389429898,4.24028385575852,8.15469784108053,1.94842596648917,1.1744369842347,0.083279275393855,0.145148198483624,0.628956375208881,3.6,1.91,-3,5,2,0,0,0,1,1.98590250321938,-3,-13,-16,0,-8,-2,-8,-4,-16,-20,-1.92269445399781,-1.52123712457681,-0.352876313118245,-0.977848278703407,0,-5.48815764012768,-4.82098745529991,-0.183111344445462,1.86,"2"
2.38,1,3,4,17,4,9,4,6,-5,-2,-7,2.20428889802777,2.38775500141274,8.94155008,3.52242176,0.95931904,1.8061696,0.0149207860690678,0.00559993661530851,0.393938604434904,3.3,4,7,11,13,7,8,6,5,-1,1,0,2.82874611387776,2.62902744212392,3.61137664,1.31478784,1.18564864,0.0147149854087282,0.00814785969767999,0.420575398008467,3.3,1.93,0,1,1,0,0,0,0,3.53362225053726,-6,-1,-7,-1,3,-4,-1,-6,-1,-7,-0.62445721584999,-0.241272440711177,-0.2263296,0.49138176,0,0.35479808,-0.0889548800000002,-0.0266367935735635,1.86,"0"
1.91,12,12,24,14,12,16,10,18,-4,-8,-12,2.63946619625035,2.5259406107672,7.89001364059301,2.60914722545372,1.02058391149225,1.17459801514971,0.416341267691708,0.0018547599468555,0.330689824416782,4.5,19,0,19,19,18,16,6,27,2,-21,-19,2.06161628696726,2.23090838065007,4.20241899198137,0.728690285865989,1.6979356878205,0.428068426053424,0.000457378171735063,0.275265684358131,3.6,2.14,0,1,1,0,0,0,0,3.59609467628051,12,-7,5,-15,10,-6,0,17,-10,7,0.577849909283091,0.295032230117127,-0.677351776328248,0.445907729283718,0,-7.37676035552143,-1.59327176652765,0.0554241400586505,1.7,"2"
1.4,21,13,34,6,18,7,13,17,11,-4,7,3.7702076380327,3.50883954522606,9.8592553849345,5.9272608880381,1.24588250447602,0.713311482192511,0.246562716741614,0.0617290890309588,0.601187478832863,7.5,11,9,20,18,13,22,18,21,-9,-3,-12,2.45806912072322,2.72129204129657,6.20266300405798,1.07598187497174,2.64003708501367,0.37013447668023,0.0022428677194858,0.655202055233387,4.333,1.75,-1,0,-1,1,1,0,0,2.40358107109142,12,2,14,-3,-11,-9,4,14,5,19,1.31213851730948,0.787547503929489,-1.39415458053765,-0.362670392779228,0,0.392461203636412,-0.275402116019878,-0.0540145764005242,1.95,"1"
2,7,5,12,15,17,15,9,13,2,-4,-2,2.59466387505499,2.52045728082753,12.7380416541819,6.5043540755415,1.78527894470656,1.73294864927949,0.0886133972573922,0.00499159390691022,0.510624337093931,3.75,24,6,30,4,13,3,6,12,10,-6,4,3.66944153192988,3.51077984607802,5.015018344448,1.14088955926938,1.085209841664,0.0288686225096851,0.069599353533269,0.548987744362256,3.3,1.81,3,1,4,1,0,0,0,2.84412058482354,1,-19,-18,5,9,6,0,8,-14,-6,-1.0747776568749,-0.990322565250489,0.70006910304256,0.592059090010112,0,3.60301378525593,1.4893357310935,-0.0383634072683245,1.95,"1"
2.38,13,6,19,17,11,16,8,14,-5,-6,-11,2.38998170973316,2.47640125437764,9.92199995243029,3.43706539985848,0.883177300443827,1.70632830007525,0.278037300453194,0.0156075579199828,0.346408528153299,3.4,14,15,29,10,11,10,14,14,1,0,1,3.44010785288238,3.38660147194366,3.11192751502913,1.20780015959393,1.4671606902325,0.196474579545458,0.104350484754765,0.327279007702964,3.25,2.39,0,1,1,0,0,0,0,3.53362225053726,-2,-8,-10,-3,2,-2,3,-5,-7,-12,-1.05012614314922,-0.910200217566019,-0.583983389788676,0.498528140481318,0,0.413515015157751,0.325137884829346,0.0191295204503353,1.57,"1"
2.2,26,19,45,5,24,8,22,14,16,8,24,4.85507684535629,4.66083563142456,17.9352946214655,8.80166182733142,1.44291643318402,0.875198022349337,0.20019323132816,0.234570288093798,0.490745316042778,3.6,40,17,57,1,39,9,18,16,30,2,32,5,4.84808795285228,7.92674128126717,2.19181323896572,1.05325980719246,0.0434454131070431,0.546074426639709,0.558741051073388,3.2,2.17,9,5,14,0,1,0,1,2.88739849113436,9,-21,-12,8,-10,13,-25,14,-22,-8,-0.144923154643714,-0.187252321427714,0.38965662599156,-1.31661521661638,0,3.74850582898419,0.874920546064256,-0.06799573503061,1.66,"1"
1.2,32,23,55,3,28,9,26,16,19,10,29,4.93561813786262,4.84820190220402,17.9510966769523,9.89956068447495,1.69981857103217,0.788881109954288,0.169271727541388,0.522045776761016,0.551473866061073,17,18,12,30,20,18,31,11,20,-13,-9,-22,2.52649505599585,2.42823491879396,6.60322767087263,1.17968952015362,1.78630700066114,0.717626847842821,0.0012005205795111,0.570118795980331,6,1.53,7,-5,2,0,1,0,0,3.21466796755201,20,5,25,8,-2,-5,-2,28,23,51,2.40912308186676,2.41996698341007,-0.0864884296289619,-0.390808410199331,0,6.36890061986868,3.29633301360232,-0.018644929919258,2.42,"1"
7.5,14,10,24,20,18,27,9,25,-9,-16,-25,1.94358406502953,1.85394012945915,10.2716587936494,3.31031494993681,0.895745414808579,1.54224195747278,0.579841783339846,3.32294331199099e-10,0.32227656860871,1.5,39,31,70,3,41,10,37,25,31,12,43,5,4.93918682046813,5.76225381987974,2.27083921007388,0.545959510032372,0.0135893045984238,0.225372655539439,0.373113519280308,4.5,1.81,-4,6,2,0,0,0,1,1.35769281460314,-17,-29,-46,-7,-10,-1,-16,-21,-47,-68,-3.05641593497047,-3.08524669100898,0.349785904776207,-0.728597252601108,0,-5.17204271305143,-2.45193886994293,-0.0508369506715978,2.01,"0"
3,3,2,5,18,3,4,4,9,-1,-5,-6,2.26907558007092,2.40110515661328,7.1389568,4.4514432,0.9083648,1.6069888,0.0111089965382423,0.00477195120533961,0.623542532152597,2.4,6,3,9,10,12,6,6,6,6,0,6,3.1270023153693,2.90787365936819,5.6214144,1.9776256,1.4369152,0.0105086604654028,0.00806678713909962,0.652169651753853,3.25,1.8,-3,13,10,0,0,1,0,1.60080078089498,0,-4,-4,-3,-2,-2,-3,-1,-11,-12,-0.857926735298383,-0.506768502754905,-0.5285504,-0.3706368,0,-1.4806016,-1.1699712,-0.0286271196012564,1.94,"0"
1.22,40,28,68,3,43,15,31,19,28,12,40,4.35382082523731,3.84912510226311,13.7856671162368,7.843445915648,1.7212498976768,0.7535629443072,0.00341166254872416,0.865022293110741,0.568956572758816,15,16,16,32,16,10,20,18,30,-10,-12,-22,2.73242641813998,2.40037874671347,3.94444807204805,1.11470306869605,1.05327660425285,0.834806301280789,0.000197454969924779,0.486071577987999,6,1.53,3,-3,0,0,1,0,0,2.27132956573303,24,12,36,13,-3,11,9,40,22,62,1.62139440709733,1.44874635554965,0.66797329342395,-0.361140124388852,0,5.67071398860208,3.89899784359995,0.0828849947708175,2.38,"1"
4.2,18,13,31,3,17,7,14,6,10,8,18,4.27284964193898,4.04037408593082,16.1186115824189,5.03368344924979,1.6272656548823,1.06154099638272,0.0192306484346376,0.053933687300356,0.312290138856636,1.8,24,17,41,1,30,5,15,2,25,13,38,5,4.6305584038475,6.47109721794151,2.91581761886618,0.58623888080896,0.00584468707780745,0.0889216174593863,0.416016754162452,3.75,1.61,8,0,8,1,0,0,1,2.83585931217418,1,-11,-10,15,-8,9,-24,-3,-17,-20,-0.72715035806102,-0.590184317916674,1.04102677407334,-1.85427662248346,-1,0.56371588844749,-1.43741376869171,-0.103726615305816,2.3,"1"
3.25,10,11,21,13,18,17,8,13,1,-5,-4,2.72042555996219,2.85639856860052,13.0149581851043,3.00209572067222,0.97262066090498,1.65409483015706,0.26948299202332,0.0122161064148434,0.230665030035066,2.38,18,22,40,7,13,13,13,12,0,1,1,4.0535266121709,3.53784896382655,4.37726143676941,1.77060839188017,1.13496484726629,0.0793829061077636,0.185444431955971,0.308166157287243,3.4,1.93,-5,6,1,1,0,1,0,3.86946220565313,-12,-7,-19,6,4,-5,0,0,-5,-5,-1.33310105220872,-0.681450395226026,-0.162344186361307,-0.11651356172311,0,-1.18926681903635,-1.37516571609718,-0.0775011272521764,1.84,"2"
2.2,14,8,22,12,8,7,9,17,1,-8,-7,2.95207298370621,2.53867134283716,9.08440709815337,5.4224507022082,1.64983069985997,1.3192468553728,0.101083784597687,0.0259911287787553,0.596896489074169,3.25,9,6,15,17,13,17,4,13,-4,-9,-13,2.26883037004062,2.40297152439319,6.29580375432233,1.05305469098394,2.02724513282785,0.110250525304485,0.00980365503582183,0.544792366627693,3.4,1.86,1,1,2,0,0,0,0,4.06922191877809,8,-1,7,-5,3,-8,4,10,-4,6,0.683242613665592,0.135699818443968,-0.377414432967885,0.266192164388864,0,-2.47192911355576,-0.873353052114126,0.0521041224464752,1.93,"1"
2.7,6,6,12,5,3,0,2,1,3,1,4,3.18102580685692,2.800850468463,14.61024,4.70784,0.70432,0.128,0.00547914859726342,0.00571306283900263,0.322228792956173,2.88,9,1,10,4,6,1,0,1,5,-1,4,3.05812587340579,2.77744747865228,4.0288,0.76864,0.2624,0.00565307544393449,0.00571306283900263,0.307959493175481,3.3,2.05,1,9,10,1,0,0,1,0.174634454905094,5,-3,2,2,0,1,-5,4,-4,0,0.122899933451129,0.0234029898107204,0.44192,-0.64064,-1,1.528,0.67904,0.0142692997806925,1.76,"0"
4.5,19,9,28,12,32,21,12,19,11,-7,4,3.67886085368492,3.34224876039034,10.4828406739937,6.87102228212672,1.64269678780475,1.22502046244696,0.362352099656912,0.00477195120533961,0.655454231902302,1.83,37,20,57,2,31,3,17,8,28,9,37,5,4.87456334522514,11.5249011910189,2.46323278792082,0.321897482407636,0.00775910032592637,0.410655752752346,0.584545985679097,3.5,1.67,-5,9,4,1,0,0,1,2.90028776949202,-1,-28,-29,24,4,9,-12,2,-35,-33,-1.32113914631508,-1.5323145848348,1.32079930539712,-1.23821232547385,-1,-9.23314655946547,-4.65387890889214,0.0709082462232048,2.09,"0"
